,animal_type,breed,color,age_upon_outcome,sex_upon_outcome,year,month,day,hour
36741,1,4,5,60,0,2017,8,4,749
36742,0,5,47,365,1,2017,3,20,0
36743,1,4,31,60,0,2013,12,13,1067
36744,1,4,30,1095,1,2015,6,18,413
36745,0,149,5,180,1,2016,12,13,1053
36746,0,10,12,60,4,2014,9,9,868
36747,0,1119,5,365,0,2017,11,9,1074
36748,1,4,12,1095,1,2015,7,19,657
36749,0,88,89,2190,0,2014,3,14,905
36750,0,32,0,240,1,2016,7,31,814
36751,1,4,16,3,3,2017,7,27,1140
36752,1,4,12,60,1,2014,8,19,590
36753,0,2,32,60,1,2014,1,2,1006
36754,1,4,5,3,3,2017,4,15,903
36755,0,10,10,365,0,2017,9,15,859
36756,0,92,112,730,0,2016,8,31,0
36757,0,3,81,120,1,2016,10,1,1044
36758,1,4,22,21,4,2014,9,10,834
36759,0,2,2,240,0,2017,11,26,974
36760,1,4,36,7,3,2016,4,1,1056
36761,1,4,22,300,4,2015,1,4,540
36762,0,135,21,1825,4,2014,7,23,796
36763,1,4,17,3,4,2014,5,4,833
36764,1,21,105,14,2,2017,7,12,854
36765,0,751,0,300,0,2014,12,17,1047
36766,0,2,1,2555,0,2014,3,16,648
36767,0,1552,34,4745,1,2015,12,13,829
36768,0,10,21,730,4,2014,12,10,981
36769,0,10,269,730,4,2017,7,17,958
36770,1,4,16,60,0,2017,7,18,838
36771,0,130,11,120,1,2013,10,24,772
36772,1,4,73,120,1,2013,10,15,637
36773,0,998,0,120,1,2017,7,15,1093
36774,1,106,33,730,0,2015,12,16,710
36775,2,76,51,270,3,2015,7,29,731
36776,0,17,9,365,0,2015,6,1,1072
36777,1,4,47,28,3,2017,4,11,1139
36778,2,33,6,730,3,2017,10,15,596
36779,0,24,97,2920,1,2015,9,18,906
36780,0,35,353,1460,1,2016,6,23,754
36781,1,4,16,30,0,2016,10,26,903
36782,0,17,2,730,2,2017,5,31,0
36783,1,21,5,1095,0,2016,2,14,979
36784,0,510,9,365,2,2017,2,4,866
36785,0,17,32,730,2,2014,12,19,1024
36786,1,21,52,730,1,2013,10,23,907
36787,1,4,91,60,1,2017,7,1,1136
36788,1,44,5,30,2,2016,8,21,1135
36789,1,4,3,730,4,2013,10,6,904
36790,1,4,3,120,1,2013,12,10,803
36791,1,4,30,730,0,2016,6,30,426
36792,1,4,182,5475,1,2017,12,27,761
36793,0,1318,9,120,0,2014,8,11,1063
36794,0,17,0,730,2,2017,5,28,725
36795,0,3,6,3650,1,2016,8,3,936
36796,0,10,31,1460,0,2014,5,27,1141
36797,0,5,8,30,2,2015,6,18,812
36798,1,4,5,60,0,2015,11,14,1070
36799,1,4,3,7,4,2017,7,3,930
36800,0,10,22,120,4,2014,7,23,518
36801,0,5,8,60,4,2013,10,27,800
36802,2,119,6,365,2,2015,11,9,668
36803,1,21,3,120,2,2016,8,30,540
36804,0,3,418,2190,0,2016,2,27,1137
36805,1,4,16,1460,0,2017,2,27,750
36806,0,32,10,730,0,2017,12,26,783
36807,0,17,6,60,1,2016,2,21,1062
36808,0,443,10,730,2,2013,11,5,1120
36809,0,17,8,730,0,2016,2,16,1088
36810,2,40,5,365,3,2016,1,9,895
36811,1,4,59,2,4,2016,7,30,830
36812,1,51,5,1460,4,2014,1,21,915
36813,2,7,6,365,3,2017,6,4,471
36814,0,10,160,730,1,2015,6,28,1017
36815,0,342,11,1825,2,2014,7,16,782
36816,0,5,8,2920,4,2014,2,10,717
36817,0,263,18,1095,4,2017,12,17,841
36818,0,17,50,365,4,2016,9,15,948
36819,0,129,12,730,1,2013,11,15,920
36820,2,7,32,365,3,2017,2,23,494
36821,0,49,14,365,0,2017,6,20,1108
36822,1,51,30,730,0,2014,11,28,1147
36823,1,4,48,60,2,2017,7,25,654
36824,0,461,8,365,0,2017,9,26,681
36825,0,17,12,30,0,2015,6,26,0
36826,1,184,48,365,1,2017,2,6,540
36827,2,29,89,60,3,2016,5,31,713
36828,2,33,6,365,3,2015,12,13,554
36829,1,4,7,365,1,2015,12,23,982
36830,2,7,6,180,3,2015,2,24,525
36831,1,4,3,60,1,2015,8,22,1159
36832,0,17,0,90,1,2017,12,12,1078
36833,0,5,162,365,0,2014,4,16,770
36834,0,2,5,180,0,2016,4,21,1032
36835,0,187,5,120,0,2014,12,6,1130
36836,1,4,91,60,1,2015,8,22,918
36837,0,17,0,365,4,2014,9,23,765
36838,1,4,12,60,1,2017,6,21,1008
36839,1,4,7,60,4,2014,8,23,958
36840,1,4,7,3285,1,2014,4,29,710
36841,1,51,12,1460,2,2017,2,13,540
36842,1,4,16,14,3,2015,6,14,871
36843,1,51,73,60,0,2013,10,27,1062
36844,0,2,12,270,0,2015,6,3,1078
36845,0,8,32,1095,0,2014,10,20,1023
36846,0,3,32,3285,1,2015,1,4,790
36847,0,41,5,150,1,2017,11,12,1089
36848,3,1553,9,365,3,2014,5,28,982
36849,1,4,17,30,4,2017,7,14,1078
36850,1,4,12,1095,0,2016,6,28,708
36851,1,4,2,60,0,2015,11,28,1034
36852,1,4,12,60,0,2014,9,5,1019
36853,1,44,91,120,1,2017,11,22,877
36854,0,17,18,365,2,2018,1,6,880
36855,0,10,10,4745,2,2015,1,21,1080
36856,0,175,188,730,1,2015,5,17,1159
36857,1,4,5,7,3,2014,8,5,711
36858,0,17,22,1825,0,2014,2,25,982
36859,0,17,42,4380,0,2016,7,21,1102
36860,0,149,81,365,0,2014,6,11,687
36861,0,10,10,730,0,2015,6,21,937
36862,1,4,48,60,2,2015,4,10,870
36863,0,77,14,120,2,2016,12,7,840
36864,0,17,12,4380,0,2017,9,14,751
36865,0,98,4,1825,0,2014,9,24,860
36866,1,4,3,90,1,2017,7,2,838
36867,0,939,32,300,1,2013,10,10,719
36868,0,17,12,365,2,2014,6,26,539
36869,1,4,7,30,2,2016,12,6,962
36870,1,4,22,60,0,2014,6,15,928
36871,0,2,5,150,1,2014,3,30,701
36872,0,96,10,365,0,2015,9,1,0
36873,1,21,7,2920,0,2015,11,29,782
36874,0,10,13,1095,1,2014,8,10,916
36875,0,17,72,1825,0,2016,5,28,656
36876,1,4,5,3650,1,2014,6,24,864
36877,1,4,2,7,4,2015,5,24,817
36878,1,4,12,60,0,2016,8,11,1082
36879,0,53,8,730,0,2014,9,3,764
36880,1,21,121,28,3,2016,4,27,895
36881,1,4,52,1460,1,2014,3,15,1053
36882,2,7,12,730,3,2016,2,15,716
36883,0,112,92,730,1,2017,4,14,692
36884,1,4,16,1825,0,2016,7,25,907
36885,0,41,12,3650,2,2014,1,11,814
36886,1,4,16,90,2,2017,8,11,812
36887,0,43,43,240,0,2014,7,13,918
36888,0,16,273,4380,0,2015,11,17,1005
36889,0,2,9,365,4,2015,5,29,989
36890,0,17,55,60,1,2017,8,5,1071
36891,1,4,7,365,2,2015,11,1,540
36892,0,71,11,180,0,2017,9,17,697
36893,0,82,9,1095,4,2016,9,20,1101
36894,0,199,22,150,1,2015,5,11,1011
36895,1,4,16,365,0,2016,9,29,540
36896,1,4,3,7,3,2016,8,13,975
36897,1,4,5,28,3,2016,12,1,1061
36898,1,21,16,1095,0,2016,8,8,540
36899,1,4,7,4,3,2016,7,30,828
36900,1,4,73,6,3,2016,4,12,976
36901,1,4,16,730,4,2015,9,30,540
36902,1,4,15,60,1,2016,5,15,1081
36903,1,38,118,2190,0,2015,8,26,980
36904,1,4,12,730,3,2015,7,23,540
36905,0,2,6,2555,1,2017,4,7,966
36906,1,4,91,365,1,2016,5,29,1074
36907,0,16,113,5475,1,2014,5,4,748
36908,2,40,6,28,3,2016,10,8,937
36909,0,24,12,60,0,2017,7,26,1048
36910,0,10,21,730,0,2015,5,12,981
36911,0,10,58,730,1,2017,5,4,1004
36912,1,4,3,14,3,2015,3,25,873
36913,0,82,18,60,1,2013,11,3,1035
36914,0,17,18,730,1,2016,11,2,0
36915,1,4,103,14,2,2014,7,25,982
36916,0,128,0,1825,1,2016,1,18,698
36917,2,119,0,365,2,2017,7,29,942
36918,0,1,6,180,2,2018,1,25,748
36919,0,53,8,4380,4,2015,3,4,777
36920,0,134,11,3285,0,2015,6,6,797
36921,0,1457,2,240,0,2016,5,1,736
36922,0,17,12,730,0,2014,4,9,942
36923,0,60,92,365,1,2017,5,29,1055
36924,0,2,5,30,4,2016,7,5,1112
36925,1,4,12,365,3,2014,1,13,1035
36926,0,42,28,1095,0,2014,4,26,761
36927,0,306,5,90,1,2014,6,26,734
36928,1,21,103,30,1,2017,6,20,1033
36929,0,65,10,120,0,2016,12,22,1057
36930,1,4,3,365,2,2014,12,5,540
36931,1,21,12,35,2,2017,6,8,1138
36932,0,734,102,330,1,2014,6,8,840
36933,2,40,129,0,3,2014,12,2,1141
36934,0,2,18,730,1,2017,8,26,1087
36935,0,139,5,120,0,2014,5,27,1063
36936,0,31,24,1825,0,2017,5,29,1156
36937,1,4,3,60,0,2016,11,19,685
36938,0,93,14,365,0,2017,6,15,742
36939,0,5,55,2190,2,2017,6,27,945
36940,0,484,2,1095,0,2015,12,29,0
36941,0,2,5,240,4,2017,8,22,663
36942,1,4,7,60,0,2017,7,12,588
36943,0,159,79,60,1,2016,6,22,812
36944,1,21,12,28,4,2016,10,5,1170
36945,0,41,2,730,0,2017,9,4,1188
36946,1,21,17,60,1,2017,6,11,851
36947,0,2,5,150,0,2014,11,30,1075
36948,0,32,14,1460,1,2014,10,18,821
36949,0,10,5,730,4,2017,10,3,809
36950,1,4,12,30,4,2015,9,21,954
36951,0,2,5,330,0,2015,1,6,1058
36952,2,33,6,365,3,2015,9,14,659
36953,2,7,6,150,3,2014,3,19,511
36954,0,59,47,730,0,2014,7,18,1085
36955,0,97,14,2190,0,2015,11,11,1125
36956,2,40,156,365,2,2014,8,16,984
36957,0,578,11,150,1,2016,1,24,1139
36958,0,1554,101,365,1,2013,10,20,1024
36959,1,38,419,60,1,2017,6,8,1121
36960,0,17,23,2190,4,2017,4,8,1162
36961,1,4,12,730,4,2015,4,13,732
36962,0,60,9,2920,0,2015,2,18,883
36963,0,5,18,60,0,2015,7,2,1060
36964,0,241,9,1460,1,2016,3,13,1095
36965,1,21,17,3650,2,2017,3,26,1044
36966,0,42,5,365,0,2015,1,18,1053
36967,1,21,54,21,4,2013,11,28,913
36968,0,132,12,730,4,2017,4,21,1108
36969,1,47,3,90,4,2016,9,2,540
36970,1,4,7,60,0,2017,7,18,595
36971,0,17,49,1825,1,2017,6,24,1040
36972,1,4,48,90,1,2016,10,20,1098
36973,0,16,80,30,1,2017,6,6,1083
36974,2,33,6,730,3,2014,2,20,969
36975,1,4,22,60,4,2014,7,2,817
36976,0,502,8,3285,0,2016,5,8,941
36977,1,51,5,730,0,2015,3,26,956
36978,1,4,12,21,3,2016,9,2,699
36979,0,10,10,60,4,2016,12,19,1084
36980,1,4,7,60,1,2013,10,28,1090
36981,1,70,152,365,1,2017,1,8,1067
36982,1,4,5,7,4,2014,9,23,801
36983,1,4,5,60,4,2016,7,31,1079
36984,0,2,42,60,2,2015,4,3,1013
36985,2,29,12,730,3,2016,11,27,535
36986,2,194,248,730,3,2017,1,10,658
36987,0,216,45,365,0,2013,12,15,1144
36988,1,4,3,730,2,2015,4,15,1095
36989,1,51,91,30,1,2016,11,22,1115
36990,0,161,0,60,1,2016,1,22,1040
36991,0,17,79,240,1,2017,12,6,969
36992,0,10,5,730,1,2014,2,22,1039
36993,2,76,6,21,3,2016,4,16,564
36994,0,2,12,60,0,2015,8,13,1041
36995,0,2,63,14,4,2017,1,14,1087
36996,0,77,14,4015,0,2015,9,30,1008
36997,0,25,12,1825,0,2017,2,25,742
36998,0,17,12,1460,0,2015,3,23,1073
36999,0,10,5,365,4,2015,5,25,844
37000,1,4,16,1095,1,2015,3,23,944
37001,1,4,5,730,2,2016,6,8,847
37002,1,4,3,60,0,2015,9,7,1049
37003,0,13,2,1095,0,2016,4,25,1078
37004,1,4,109,14,3,2015,8,6,871
37005,1,4,54,150,3,2017,8,26,709
37006,0,82,0,365,1,2017,9,1,1093
37007,0,198,5,30,4,2015,6,5,964
37008,0,187,12,730,1,2016,1,12,1052
37009,0,99,43,60,1,2017,10,21,1060
37010,0,10,32,730,0,2016,5,7,712
37011,1,4,54,28,3,2017,9,29,0
37012,0,146,9,1095,0,2013,12,21,1026
37013,0,5,8,1095,0,2014,4,12,790
37014,1,4,16,1825,0,2016,3,9,660
37015,1,4,48,60,0,2015,8,16,1133
37016,1,4,3,60,2,2017,10,10,919
37017,1,4,48,60,1,2017,1,13,1142
37018,1,107,12,120,4,2017,10,2,726
37019,2,29,97,365,3,2014,7,12,553
37020,0,5,47,365,0,2016,8,20,952
37021,0,41,5,365,1,2015,12,7,1110
37022,1,4,5,28,3,2017,6,9,875
37023,0,42,44,2555,0,2016,6,17,1049
37024,0,57,2,365,1,2016,8,4,1112
37025,0,17,0,1825,4,2016,1,31,0
37026,0,17,10,210,4,2014,3,18,929
37027,1,21,12,60,1,2015,7,19,1085
37028,1,4,2,21,2,2017,7,5,875
37029,0,2,0,60,1,2018,1,12,1091
37030,0,10,0,1825,2,2017,10,17,1117
37031,0,2,112,1825,0,2014,1,9,1042
37032,1,4,3,60,0,2014,6,5,920
37033,1,4,12,120,0,2017,10,31,680
37034,0,2,112,365,0,2016,1,14,1163
37035,0,1133,10,180,1,2016,11,20,729
37036,2,40,51,730,3,2017,4,13,650
37037,0,5,55,30,2,2017,5,24,594
37038,1,4,48,210,0,2016,7,8,540
37039,0,17,28,300,4,2014,3,6,923
37040,0,159,9,60,4,2015,3,14,1031
37041,0,89,62,4380,0,2014,6,19,1063
37042,1,51,12,90,0,2014,12,7,1093
37043,0,188,10,1095,1,2017,7,22,726
37044,1,4,52,1460,1,2014,4,13,913
37045,0,10,11,1095,4,2017,9,27,865
37046,1,4,17,730,1,2016,11,28,1355
37047,1,38,118,180,1,2016,1,21,1054
37048,0,17,12,365,0,2016,7,12,1028
37049,0,1555,8,730,0,2016,2,16,0
37050,0,2,0,120,1,2016,11,30,1057
37051,0,88,18,150,2,2015,8,31,1033
37052,0,210,10,1460,2,2017,4,14,396
37053,1,4,17,2555,0,2015,9,28,702
37054,0,149,28,210,4,2014,11,20,1087
37055,0,216,203,300,1,2017,8,4,981
37056,1,4,3,30,4,2015,5,29,1035
37057,1,4,64,2555,3,2014,8,19,540
37058,0,5,8,300,0,2017,4,23,1144
37059,0,10,112,730,4,2016,11,25,1040
37060,1,4,12,2190,1,2017,1,4,892
37061,1,4,7,35,2,2014,6,7,676
37062,2,170,97,730,3,2016,5,15,733
37063,0,17,0,1825,2,2015,11,23,0
37064,0,10,10,2920,0,2013,11,9,840
37065,1,4,52,60,2,2017,7,10,0
37066,2,152,86,730,3,2014,7,28,535
37067,0,57,420,30,4,2017,6,26,905
37068,2,33,6,730,3,2017,10,13,506
37069,1,4,22,60,0,2016,6,18,1053
37070,0,9,9,3285,1,2016,5,22,1010
37071,2,7,32,365,3,2017,6,11,618
37072,0,3,47,3285,1,2017,8,30,741
37073,2,396,0,365,3,2015,8,27,0
37074,0,16,28,1825,1,2013,10,8,1061
37075,1,4,15,730,2,2014,1,22,910
37076,0,173,10,5475,1,2013,11,23,675
37077,0,10,5,240,1,2016,6,9,925
37078,1,4,12,210,1,2016,9,5,852
37079,1,38,69,30,4,2014,7,2,866
37080,0,372,23,730,1,2015,6,16,748
37081,1,4,25,90,0,2013,12,15,1152
37082,0,325,28,365,4,2017,7,6,713
37083,1,4,31,365,2,2014,11,24,540
37084,0,10,22,1095,2,2014,11,15,810
37085,1,4,22,1825,3,2014,3,4,839
37086,1,4,91,1095,1,2015,1,15,867
37087,0,2,89,60,1,2016,1,31,1137
37088,1,4,421,60,0,2014,8,27,1085
37089,0,90,0,300,0,2015,11,5,1039
37090,0,10,5,365,1,2014,1,18,751
37091,0,17,47,730,1,2015,6,21,1158
37092,1,4,22,4380,1,2015,3,22,922
37093,0,3,14,1825,0,2016,5,3,974
37094,0,251,51,60,4,2014,6,21,1144
37095,0,205,12,2920,0,2014,2,14,1123
37096,1,4,88,60,0,2017,6,18,946
37097,0,2,58,60,1,2016,9,19,930
37098,1,4,36,60,2,2016,5,28,910
37099,0,10,28,730,1,2014,1,21,1108
37100,0,3,2,365,1,2016,11,14,725
37101,1,4,3,90,1,2016,2,6,952
37102,1,4,3,365,4,2017,9,23,669
37103,0,10,21,1095,0,2014,7,20,726
37104,0,42,35,365,0,2015,5,1,950
37105,1,47,7,60,0,2015,6,29,1120
37106,1,4,3,5,2,2017,4,9,1001
37107,0,10,61,365,1,2014,7,17,1076
37108,1,4,16,5840,1,2018,1,12,698
37109,0,10,5,1095,0,2014,8,11,1097
37110,0,39,5,150,0,2014,2,5,952
37111,1,4,5,60,1,2014,7,16,1036
37112,0,856,24,730,0,2015,11,27,825
37113,1,4,16,60,0,2017,5,21,787
37114,1,107,12,14,4,2017,9,16,745
37115,0,17,0,365,0,2014,10,13,1094
37116,0,88,0,365,1,2016,6,26,1031
37117,0,13,10,1095,0,2014,6,4,1007
37118,1,51,30,30,0,2016,12,11,1109
37119,1,4,103,21,3,2016,10,16,1065
37120,1,21,51,6,3,2016,4,18,785
37121,0,37,14,365,0,2014,8,4,809
37122,0,60,9,365,1,2016,6,11,1114
37123,0,17,18,730,1,2016,6,2,1042
37124,0,1556,8,730,0,2013,10,7,1026
37125,1,21,9,28,4,2017,10,14,1100
37126,0,57,80,2555,0,2014,6,13,1152
37127,0,37,14,210,0,2016,6,2,1081
37128,0,188,8,365,0,2014,12,9,918
37129,1,38,118,90,4,2014,8,14,1042
37130,1,4,3,90,0,2017,8,5,1143
37131,1,107,30,30,0,2017,9,29,856
37132,1,4,12,730,0,2018,1,13,862
37133,0,2,5,1095,0,2017,12,28,993
37134,1,4,12,730,3,2015,6,14,540
37135,0,17,12,365,1,2017,2,20,711
37136,1,107,5,2190,0,2014,3,6,891
37137,0,139,5,4380,0,2017,3,6,1040
37138,0,17,4,365,0,2014,1,29,1113
37139,0,585,12,300,0,2014,11,3,924
37140,1,4,7,4015,1,2015,3,1,665
37141,1,4,16,120,0,2017,6,21,657
37142,0,166,14,60,1,2015,3,3,1100
37143,0,57,58,1825,1,2017,6,12,928
37144,0,2,10,1460,1,2017,2,9,924
37145,0,41,5,730,0,2015,2,15,857
37146,0,77,10,60,1,2017,12,22,874
37147,0,69,12,365,0,2014,3,25,654
37148,0,1557,5,730,2,2015,7,28,1119
37149,1,4,51,730,3,2017,9,8,1112
37150,0,111,82,1825,0,2017,6,19,1106
37151,0,17,2,3650,1,2015,10,26,1109
37152,0,10,24,730,1,2016,5,21,1105
37153,0,121,5,330,0,2016,10,11,1017
37154,1,4,17,60,1,2016,6,30,1075
37155,1,4,16,60,4,2016,9,2,1166
37156,1,4,3,90,1,2016,8,10,899
37157,0,2,12,730,0,2016,2,1,0
37158,1,51,16,60,4,2014,8,27,1053
37159,0,1558,172,365,1,2014,7,17,887
37160,1,4,48,120,1,2017,12,21,806
37161,2,7,12,730,3,2017,6,24,648
37162,0,57,123,1825,1,2015,4,10,993
37163,1,4,15,2920,1,2014,12,3,877
37164,2,142,72,730,3,2014,4,20,646
37165,0,121,79,60,0,2014,2,1,1072
37166,0,49,47,365,0,2014,8,19,1062
37167,1,4,5,90,1,2013,10,3,919
37168,1,4,17,150,0,2016,10,18,1109
37169,2,1149,24,300,0,2017,10,19,468
37170,2,40,92,180,0,2017,8,12,935
37171,0,82,23,365,0,2014,5,11,1110
37172,0,440,8,1095,0,2017,7,14,907
37173,1,4,52,365,1,2017,8,22,744
37174,0,17,18,1095,1,2015,11,1,1098
37175,1,4,12,4380,0,2014,10,1,1046
37176,0,17,8,30,4,2016,9,29,871
37177,1,4,71,21,4,2017,6,30,1128
37178,1,4,73,4,4,2014,7,29,874
37179,0,2,112,365,1,2017,5,22,1014
37180,0,3,6,365,1,2016,3,29,1087
37181,0,10,22,365,1,2016,8,1,1183
37182,0,10,92,60,2,2017,12,6,1021
37183,2,33,6,180,3,2015,4,7,501
37184,0,2,12,240,1,2016,10,17,968
37185,1,21,5,365,0,2016,4,19,752
37186,1,51,5,21,4,2016,12,3,1045
37187,0,878,47,5110,1,2017,11,18,784
37188,1,4,7,3650,0,2016,11,13,0
37189,0,3,8,1095,1,2016,5,27,911
37190,0,136,18,1825,2,2015,12,13,1098
37191,1,4,12,60,1,2014,8,9,1035
37192,0,462,104,150,4,2017,10,4,987
37193,0,2,12,365,2,2013,10,14,1026
37194,0,10,5,120,4,2017,8,8,1108
37195,0,5,10,730,0,2015,1,6,1054
37196,0,37,77,4380,1,2013,11,19,713
37197,1,38,152,90,1,2017,11,3,1014
37198,0,368,8,1825,0,2016,11,5,1001
37199,0,10,5,1095,1,2016,6,5,724
37200,1,21,12,60,1,2015,11,10,872
37201,0,17,17,1460,1,2017,1,18,743
37202,1,4,15,90,1,2013,10,20,870
37203,0,42,2,210,1,2017,12,22,929
37204,1,4,16,21,4,2014,10,9,790
37205,0,5,89,730,1,2017,7,29,1091
37206,0,24,14,365,1,2017,5,13,1020
37207,0,1359,21,240,0,2014,8,13,1066
37208,3,220,45,365,3,2016,12,12,1055
37209,0,93,2,730,2,2014,1,19,965
37210,0,1559,21,365,1,2014,4,27,1086
37211,1,4,3,60,4,2015,11,5,836
37212,0,20,11,365,1,2013,12,13,844
37213,2,40,12,150,0,2016,7,21,614
37214,1,4,12,90,0,2016,1,18,1071
37215,1,4,7,14,4,2016,8,14,1142
37216,1,4,3,90,0,2015,8,8,654
37217,2,7,6,365,3,2016,3,22,533
37218,1,21,422,14,3,2017,7,6,939
37219,0,1560,18,730,2,2014,7,17,498
37220,1,4,7,365,2,2018,1,6,762
37221,0,10,357,2555,0,2014,7,25,918
37222,2,7,6,730,3,2016,3,6,603
37223,0,308,0,365,2,2017,1,23,781
37224,1,4,30,60,1,2017,7,26,866
37225,0,10,9,60,4,2017,10,8,906
37226,1,4,3,60,1,2014,7,18,1028
37227,0,10,22,365,0,2017,3,28,0
37228,0,149,32,730,1,2016,5,14,743
37229,0,77,90,730,1,2014,12,4,972
37230,1,4,30,730,0,2013,12,4,872
37231,0,10,22,1460,1,2015,9,7,1146
37232,0,60,18,1825,0,2016,3,6,1013
37233,0,2,112,210,0,2014,6,12,1068
37234,1,51,16,60,1,2014,7,12,1199
37235,1,4,7,1825,0,2013,12,16,897
37236,1,4,118,60,0,2014,7,8,887
37237,0,373,92,2190,1,2014,1,7,696
37238,0,216,1,180,1,2014,9,3,831
37239,1,4,15,120,1,2014,11,14,820
37240,0,17,12,120,2,2015,7,18,736
37241,1,4,88,1825,0,2015,10,21,679
37242,1,4,12,28,4,2014,4,27,745
37243,0,16,44,240,0,2014,2,1,1023
37244,0,1391,83,60,1,2015,5,17,1113
37245,0,37,24,2555,0,2015,10,8,1113
37246,0,432,47,150,1,2016,9,20,559
37247,2,152,97,1095,3,2015,4,21,745
37248,0,2,5,60,1,2014,6,9,1078
37249,1,4,37,60,1,2015,11,25,462
37250,0,2,12,240,1,2017,9,12,1055
37251,0,635,18,365,0,2014,4,20,1149
37252,1,4,12,330,1,2016,8,20,1135
37253,1,21,16,30,2,2014,6,5,895
37254,0,10,28,365,1,2013,10,21,798
37255,0,10,9,365,0,2017,1,21,1134
37256,1,4,12,30,1,2015,7,18,884
37257,0,77,14,1095,1,2013,10,7,960
37258,1,47,5,60,0,2016,6,1,1162
37259,1,184,30,5110,0,2015,1,12,800
37260,1,4,12,60,1,2017,7,19,802
37261,0,2,42,60,0,2017,12,16,921
37262,1,4,30,240,2,2014,12,25,540
37263,0,163,61,1825,1,2017,11,26,1094
37264,1,4,3,60,2,2017,6,21,1114
37265,0,10,31,365,0,2016,1,16,730
37266,0,3,0,730,0,2016,1,14,1038
37267,2,40,2,365,4,2017,4,7,1004
37268,0,2,5,60,2,2015,6,24,915
37269,1,406,33,4745,0,2014,9,29,806
37270,0,17,28,730,0,2016,12,20,763
37271,0,205,18,2555,0,2014,7,21,1035
37272,1,4,16,28,2,2016,8,15,986
37273,1,4,5,14,3,2016,4,22,995
37274,1,4,7,60,4,2015,8,1,997
37275,1,51,5,28,4,2017,3,31,717
37276,0,10,18,1460,2,2017,2,14,1150
37277,0,258,32,730,1,2014,3,16,1039
37278,0,13,21,120,4,2013,10,25,658
37279,1,4,12,90,0,2014,12,2,891
37280,2,33,6,365,3,2015,5,8,958
37281,1,4,12,90,1,2015,12,23,817
37282,0,60,51,2555,1,2017,3,17,756
37283,1,4,16,14,2,2015,7,30,1099
37284,1,4,16,1825,1,2014,9,1,815
37285,0,2,0,60,0,2016,9,22,1056
37286,1,4,156,7,3,2016,5,14,1026
37287,0,159,9,300,4,2015,5,12,731
37288,0,241,0,60,2,2015,8,31,754
37289,0,628,188,3650,1,2016,5,26,988
37290,0,366,24,300,1,2016,11,7,942
37291,0,10,21,365,0,2013,10,6,936
37292,1,4,48,730,0,2014,2,8,989
37293,1,4,54,60,4,2017,9,28,805
37294,1,4,52,120,1,2016,12,27,638
37295,0,111,2,4015,1,2015,9,20,788
37296,1,4,16,3650,0,2015,6,29,888
37297,0,333,2,2920,2,2015,9,8,950
37298,0,470,0,240,0,2014,5,20,1056
37299,0,2,12,730,0,2014,12,11,846
37300,0,57,11,120,4,2017,11,12,966
37301,0,5,55,730,1,2015,7,3,1105
37302,1,4,3,60,0,2015,7,30,1139
37303,0,149,5,180,1,2017,12,6,1092
37304,0,82,5,730,2,2017,11,3,539
37305,0,347,21,3650,1,2014,6,13,952
37306,1,4,5,120,2,2015,8,18,540
37307,0,322,28,365,1,2013,11,17,1039
37308,1,21,25,210,4,2014,5,10,763
37309,1,21,48,365,4,2015,6,10,540
37310,1,4,12,365,4,2015,5,20,540
37311,1,4,12,1095,0,2013,10,10,705
37312,1,4,7,180,0,2014,4,5,1038
37313,0,3,0,5840,0,2016,11,1,806
37314,0,17,8,730,1,2013,10,23,1049
37315,2,445,12,365,4,2015,8,11,929
37316,0,10,6,730,4,2015,7,5,735
37317,1,4,9,7,3,2016,5,12,1155
37318,0,3,6,730,0,2016,8,2,1051
37319,0,159,23,730,1,2014,3,27,1041
37320,0,43,24,2190,0,2015,5,3,1126
37321,1,4,355,30,0,2014,8,16,1062
37322,0,2,12,60,2,2016,4,10,689
37323,2,40,24,150,0,2017,6,17,728
37324,1,4,7,2190,0,2014,6,12,1152
37325,1,4,5,365,0,2016,3,21,1019
37326,0,443,5,1460,0,2014,2,18,703
37327,0,24,0,120,4,2015,10,8,708
37328,0,37,24,120,4,2014,4,15,1018
37329,2,29,86,1095,3,2015,4,11,583
37330,1,4,2,60,0,2017,12,19,963
37331,1,4,7,60,0,2015,9,27,971
37332,0,57,24,1095,0,2017,8,23,1001
37333,0,3,24,2555,1,2014,1,2,730
37334,1,4,48,90,1,2017,10,31,902
37335,1,4,12,730,0,2016,5,11,797
37336,1,38,69,30,1,2015,5,27,1110
37337,0,10,22,365,1,2014,1,8,972
37338,1,4,7,60,2,2015,7,25,1070
37339,0,32,21,1460,0,2014,10,26,709
37340,1,4,15,90,1,2015,1,11,1134
37341,0,81,10,1460,1,2013,12,17,1000
37342,0,17,18,90,4,2015,9,3,741
37343,1,4,22,3285,1,2014,7,25,960
37344,0,57,0,150,1,2014,12,8,834
37345,1,4,117,60,1,2017,4,30,1085
37346,1,44,7,90,4,2017,8,11,813
37347,1,4,5,365,3,2015,8,19,540
37348,0,179,8,730,1,2016,5,31,871
37349,0,2,12,1095,0,2017,3,28,581
37350,0,2,8,60,1,2014,12,19,1070
37351,0,97,0,730,1,2014,5,4,1254
37352,1,4,16,1825,0,2017,2,15,1028
37353,0,5,12,1460,1,2013,10,12,1109
37354,2,33,6,150,3,2017,8,13,1129
37355,0,50,366,365,4,2016,6,27,0
37356,0,301,21,240,0,2013,10,12,1101
