animal_id,outcome_type
A714870,Adoption
A749036,Adoption
A701676,Adoption
A718811,Adoption
A719879,Euthanasia
A655212,Adoption
A679731,Adoption
A735701,Euthanasia
A690434,Adoption
A666904,Adoption
A721431,Adoption
A709356,Adoption
A740000,Adoption
A695847,Transfer
A713606,Adoption
A727942,Adoption
A728830,Transfer
A738496,Adoption
A670468,Adoption
A751863,Adoption
A682393,Transfer
A568219,Return to Owner
A693449,Adoption
A706636,Transfer
A713652,Transfer
A670097,Adoption
A705618,Transfer
A733878,Adoption
A709283,Adoption
A711539,Transfer
A735842,Euthanasia
A665043,Transfer
A666854,Transfer
A750882,Adoption
A728522,Return to Owner
A719185,Adoption
A719702,Adoption
A689913,Transfer
A751921,Adoption
A661681,Transfer
A710696,Return to Owner
A689801,Adoption
A670833,Transfer
A607523,Return to Owner
A730760,Adoption
A720317,Transfer
A710740,Adoption
A686863,Euthanasia
A687010,Transfer
A714375,Adoption
A727630,Transfer
A705530,Transfer
A742186,Adoption
A744021,Return to Owner
A683712,Adoption
A712760,Adoption
A697613,Euthanasia
A699302,Adoption
A699751,Return to Owner
A695940,Transfer
A709079,Transfer
A706863,Adoption
A697567,Return to Owner
A750272,Euthanasia
A666488,Return to Owner
A707073,Adoption
A741626,Transfer
A726586,Adoption
A694394,Adoption
A741533,Adoption
A716542,Return to Owner
A726067,Adoption
A687689,Adoption
A718336,Adoption
A745878,Adoption
A705021,Transfer
A679115,Adoption
A684253,Return to Owner
A706630,Adoption
A746356,Transfer
A746164,Transfer
A668358,Adoption
A719455,Adoption
A741423,Adoption
A743437,Adoption
A706510,Transfer
A664750,Adoption
A715052,Adoption
A761346,Transfer
A732516,Adoption
A724749,Adoption
A761232,Adoption
A735460,Adoption
A739751,Adoption
A730645,Transfer
A728936,Adoption
A684535,Adoption
A682688,Euthanasia
A740385,Adoption
A718528,Adoption
A753718,Transfer
A667787,Adoption
A746599,Transfer
A765820,Return to Owner
A701897,Adoption
A666051,Transfer
A443738,Return to Owner
A736057,Adoption
A750410,Adoption
A717655,Adoption
A665395,Adoption
A686163,Adoption
A738938,Adoption
A727850,Return to Owner
A751019,Transfer
A702204,Transfer
A735657,Euthanasia
A669417,Adoption
A731943,Transfer
A701956,Transfer
A696098,Euthanasia
A764107,Return to Owner
A725695,Return to Owner
A763395,Adoption
A676139,Adoption
A722028,Euthanasia
A697856,Return to Owner
A684252,Adoption
A755727,Adoption
A678165,Transfer
A683361,Adoption
A715014,Adoption
A718877,Adoption
A695679,Adoption
A734957,Adoption
A568123,Return to Owner
A666901,Return to Owner
A737233,Adoption
A669533,Adoption
A758208,Transfer
A757731,Adoption
A718015,Adoption
A765173,Adoption
A712853,Adoption
A737432,Euthanasia
A709052,Adoption
A760966,Return to Owner
A744281,Adoption
A763328,Adoption
A661038,Adoption
A735645,Transfer
A659620,Adoption
A754372,Adoption
A713286,Adoption
A685474,Euthanasia
A678188,Adoption
A716166,Adoption
A713192,Adoption
A671192,Transfer
A670091,Adoption
A694062,Adoption
A764489,Adoption
A743716,Adoption
A731735,Transfer
A750030,Transfer
A690762,Adoption
A711638,Transfer
A666260,Adoption
A701581,Transfer
A669989,Euthanasia
A741213,Transfer
A746741,Adoption
A702562,Adoption
A724981,Transfer
A453743,Return to Owner
A695204,Adoption
A676380,Adoption
A677671,Transfer
A738654,Adoption
A737258,Adoption
A734485,Transfer
A746527,Return to Owner
A684007,Adoption
A675538,Adoption
A712675,Transfer
A667852,Adoption
A668162,Euthanasia
A555413,Return to Owner
A653367,Transfer
A671938,Adoption
A726281,Adoption
A698348,Euthanasia
A674264,Adoption
A692991,Adoption
A560007,Return to Owner
A700895,Adoption
A722456,Euthanasia
A687309,Adoption
A676723,Adoption
A709142,Adoption
A734161,Adoption
A721047,Adoption
A753634,Adoption
A686268,Adoption
A733643,Adoption
A754026,Adoption
A667968,Transfer
A762175,Return to Owner
A732335,Adoption
A682370,Adoption
A762160,Adoption
A732600,Return to Owner
A728297,Transfer
A668738,Adoption
A758569,Transfer
A757577,Return to Owner
A701345,Transfer
A744547,Return to Owner
A746419,Adoption
A718316,Adoption
A716242,Adoption
A736820,Transfer
A734332,Adoption
A735156,Transfer
A670170,Euthanasia
A753964,Adoption
A712369,Adoption
A733917,Adoption
A739289,Adoption
A663580,Adoption
A664307,Transfer
A668122,Return to Owner
A673408,Return to Owner
A711911,Adoption
A631696,Return to Owner
A576469,Return to Owner
A747869,Adoption
A718397,Return to Owner
A679923,Adoption
A748654,Adoption
A516705,Return to Owner
A729144,Return to Owner
A673771,Adoption
A649920,Adoption
A760254,Adoption
A748876,Return to Owner
A749407,Transfer
A710259,Adoption
A703299,Adoption
A751364,Adoption
A696300,Adoption
A739194,Transfer
A737238,Adoption
A754805,Adoption
A763101,Transfer
A675319,Adoption
A734663,Transfer
A666645,Transfer
A725473,Adoption
A753406,Transfer
A720502,Transfer
A665309,Return to Owner
A727908,Transfer
A730173,Adoption
A658748,Adoption
A728880,Return to Owner
A751114,Adoption
A680376,Adoption
A684238,Adoption
A708891,Adoption
A693872,Euthanasia
A701451,Adoption
A765374,Adoption
A734246,Adoption
A698923,Return to Owner
A672175,Adoption
A699629,Adoption
A683111,Return to Owner
A721262,Adoption
A724250,Adoption
A678023,Adoption
A665696,Adoption
A694989,Transfer
A765071,Adoption
A730388,Return to Owner
A727259,Transfer
A712069,Adoption
A759975,Transfer
A747291,Return to Owner
A466810,Adoption
A727156,Return to Owner
A732436,Transfer
A720273,Transfer
A699759,Adoption
A674417,Adoption
A686758,Adoption
A725697,Return to Owner
A704564,Adoption
A619861,Adoption
A742639,Return to Owner
A737712,Euthanasia
A751951,Adoption
A705507,Transfer
A724613,Adoption
A698922,Return to Owner
A715185,Adoption
A692595,Transfer
A649420,Adoption
A751402,Adoption
A710002,Transfer
A732427,Adoption
A681987,Transfer
A746897,Return to Owner
A727084,Adoption
A760927,Adoption
A675413,Euthanasia
A678526,Adoption
A722108,Adoption
A649490,Adoption
A647973,Return to Owner
A749798,Adoption
A738036,Adoption
A739752,Adoption
A684761,Adoption
A743583,Return to Owner
A670611,Adoption
A705975,Adoption
A705668,Transfer
A705490,Transfer
A701401,Transfer
A737361,Adoption
A756910,Transfer
A668600,Return to Owner
A706642,Transfer
A678630,Adoption
A712944,Adoption
A585131,Adoption
A686113,Transfer
A738197,Adoption
A740022,Adoption
A684479,Adoption
A689042,Transfer
A694691,Adoption
A718182,Return to Owner
A718104,Adoption
A757933,Adoption
A756484,Adoption
A708839,Adoption
A690354,Transfer
A750405,Return to Owner
A725549,Adoption
A608995,Return to Owner
A708847,Transfer
A754885,Adoption
A696710,Euthanasia
A703188,Adoption
A686982,Adoption
A764496,Return to Owner
A678293,Return to Owner
A690738,Transfer
A670057,Adoption
A680702,Transfer
A673350,Return to Owner
A662500,Transfer
A737254,Euthanasia
A715775,Adoption
A748671,Adoption
A750025,Adoption
A684683,Transfer
A741622,Adoption
A749596,Adoption
A689403,Transfer
A661519,Adoption
A728621,Adoption
A753240,Adoption
A682039,Adoption
A668017,Adoption
A678049,Transfer
A714494,Adoption
A712667,Adoption
A719423,Adoption
A752846,Adoption
A754695,Adoption
A708749,Euthanasia
A742404,Adoption
A755534,Adoption
A765207,Transfer
A702243,Transfer
A747013,Return to Owner
A743063,Return to Owner
A740417,Transfer
A701373,Adoption
A712108,Transfer
A690714,Adoption
A697666,Adoption
A679793,Transfer
A718873,Adoption
A709372,Return to Owner
A753590,Adoption
A676523,Adoption
A665396,Adoption
A683445,Transfer
A760143,Adoption
A669343,Euthanasia
A688455,Transfer
A704125,Return to Owner
A759588,Adoption
A740502,Transfer
A667083,Adoption
A691357,Transfer
A682197,Transfer
A727236,Transfer
A738327,Adoption
A702905,Adoption
A754744,Adoption
A742755,Adoption
A723753,Adoption
A683274,Adoption
A693659,Adoption
A674605,Adoption
A707462,Adoption
A685169,Transfer
A758462,Adoption
A704117,Adoption
A686084,Adoption
A695470,Transfer
A756202,Transfer
A751003,Euthanasia
A695298,Adoption
A723031,Return to Owner
A736925,Transfer
A681935,Adoption
A663993,Return to Owner
A697840,Adoption
A690087,Transfer
A675604,Adoption
A712098,Return to Owner
A693048,Return to Owner
A698325,Return to Owner
A727644,Adoption
A696625,Return to Owner
A681868,Adoption
A669910,Transfer
A692237,Adoption
A690336,Return to Owner
A679087,Adoption
A646553,Return to Owner
A701645,Adoption
A711572,Transfer
A728145,Adoption
A685731,Adoption
A759164,Adoption
A744572,Adoption
A677918,Return to Owner
A729599,Adoption
A688668,Transfer
A744199,Adoption
A733028,Adoption
A729675,Adoption
A665660,Transfer
A729434,Transfer
A704914,Adoption
A718759,Adoption
A685215,Adoption
A712834,Adoption
A732146,Transfer
A756858,Adoption
A730809,Transfer
A762939,Transfer
A732752,Transfer
A758327,Transfer
A675249,Transfer
A729840,Adoption
A702785,Adoption
A758234,Adoption
A738667,Adoption
A698854,Return to Owner
A539175,Return to Owner
A718958,Euthanasia
A713672,Adoption
A753118,Adoption
A689001,Adoption
A717066,Adoption
A686044,Disposal
A761856,Adoption
A683358,Transfer
A675884,Adoption
A714254,Transfer
A690875,Adoption
A752165,Transfer
A712507,Return to Owner
A686719,Adoption
A712386,Transfer
A691505,Transfer
A661683,Adoption
A668006,Adoption
A734989,Adoption
A746487,Return to Owner
A539485,Return to Owner
A719996,Transfer
A724778,Adoption
A681880,Adoption
A680819,Adoption
A740766,Adoption
A713689,Adoption
A699469,Adoption
A716248,Return to Owner
A691524,Transfer
A716851,Transfer
A717755,Adoption
A732670,Euthanasia
A695581,Adoption
A706248,Adoption
A714060,Return to Owner
A570436,Return to Owner
A674926,Adoption
A715527,Return to Owner
A725794,Euthanasia
A710261,Adoption
A690914,Return to Owner
A719069,Return to Owner
A558438,Return to Owner
A650560,Return to Owner
A689516,Return to Owner
A686637,Adoption
A684011,Transfer
A701845,Transfer
A701834,Transfer
A674644,Transfer
A738346,Return to Owner
A723180,Adoption
A734305,Adoption
A717825,Adoption
A547887,Adoption
A751459,Adoption
A702441,Adoption
A707492,Transfer
A746705,Return to Owner
A676981,Return to Owner
A724449,Adoption
A662817,Adoption
A678852,Return to Owner
A677444,Adoption
A686940,Transfer
A688599,Transfer
A699362,Transfer
A725104,Transfer
A751679,Adoption
A685265,Adoption
A704064,Transfer
A700421,Adoption
A723458,Adoption
A682802,Transfer
A693682,Adoption
A749403,Adoption
A678745,Return to Owner
A668197,Transfer
A757840,Transfer
A694109,Adoption
A673889,Transfer
A724055,Adoption
A740727,Euthanasia
A760869,Adoption
A685986,Return to Owner
A673969,Adoption
A684130,Return to Owner
A757323,Return to Owner
A597417,Adoption
A693479,Adoption
A764139,Adoption
A754717,Transfer
A690335,Adoption
A710369,Adoption
A741740,Return to Owner
A736668,Adoption
A691651,Adoption
A657489,Return to Owner
A685277,Transfer
A728435,Adoption
A727755,Adoption
A708780,Adoption
A698648,Euthanasia
A700203,Adoption
A712883,Adoption
A593108,Adoption
A420143,Adoption
A715698,Return to Owner
A711349,Adoption
A743038,Return to Owner
A710842,Adoption
A742522,Adoption
A747676,Adoption
A679070,Adoption
A758539,Adoption
A723738,Adoption
A670136,Adoption
A728306,Transfer
A667341,Adoption
A629636,Adoption
A734063,Adoption
A706676,Euthanasia
A724768,Adoption
A723544,Adoption
A685778,Transfer
A708771,Transfer
A693334,Adoption
A695842,Transfer
A683465,Transfer
A685524,Transfer
A676058,Euthanasia
A757767,Return to Owner
A665693,Return to Owner
A533243,Transfer
A764251,Adoption
A615770,Adoption
A617910,Return to Owner
A701506,Adoption
A678377,Return to Owner
A756979,Transfer
A702407,Transfer
A718124,Adoption
A765906,Return to Owner
A752112,Adoption
A732463,Transfer
A726813,Adoption
A693403,Adoption
A645673,Return to Owner
A764086,Transfer
A733965,Transfer
A755581,Adoption
A667468,Return to Owner
A748980,Adoption
A762126,Return to Owner
A730838,Euthanasia
A668974,Adoption
A757557,Adoption
A709383,Transfer
A756851,Transfer
A751605,Adoption
A673721,Transfer
A763233,Adoption
A720932,Adoption
A733027,Adoption
A717222,Return to Owner
A586045,Adoption
A726825,Transfer
A720153,Adoption
A748669,Adoption
A746879,Return to Owner
A720748,Disposal
A736434,Transfer
A713145,Adoption
A674270,Euthanasia
A676175,Return to Owner
A744922,Adoption
A655128,Return to Owner
A721810,Transfer
A691287,Return to Owner
A751523,Adoption
A722413,Return to Owner
A694932,Adoption
A757142,Adoption
A718486,Adoption
A690881,Adoption
A690364,Transfer
A724056,Adoption
A749330,Transfer
A684490,Euthanasia
A757963,Transfer
A674581,Adoption
A664284,Transfer
A719578,Adoption
A750777,Return to Owner
A699167,Adoption
A677836,Adoption
A671095,Return to Owner
A750151,Transfer
A761881,Transfer
A732371,Adoption
A680005,Adoption
A744560,Adoption
A673834,Transfer
A739298,Adoption
A680439,Transfer
A751983,Adoption
A739149,Adoption
A745447,Euthanasia
A667383,Adoption
A704970,Transfer
A674786,Return to Owner
A765434,Return to Owner
A689278,Adoption
A702051,Adoption
A669820,Euthanasia
A690415,Adoption
A678653,Adoption
A507557,Return to Owner
A759596,Adoption
A666380,Return to Owner
A757317,Transfer
A709512,Transfer
A741711,Adoption
A674590,Adoption
A696305,Euthanasia
A665648,Transfer
A728619,Transfer
A759545,Return to Owner
A670627,Return to Owner
A716629,Transfer
A752884,Adoption
A531698,Return to Owner
A695127,Adoption
A649865,Adoption
A712843,Transfer
A657647,Adoption
A693096,Adoption
A741969,Adoption
A710416,Adoption
A647452,Return to Owner
A743594,Euthanasia
A674160,Adoption
A739046,Adoption
A673326,Adoption
A690591,Transfer
A676245,Return to Owner
A737367,Adoption
A717852,Adoption
A624128,Transfer
A696418,Adoption
A704722,Transfer
A674748,Return to Owner
A724077,Adoption
A763225,Adoption
A725803,Adoption
A719978,Transfer
A726244,Transfer
A668922,Return to Owner
A687555,Adoption
A705552,Adoption
A743221,Adoption
A703910,Transfer
A726315,Return to Owner
A743311,Adoption
A675245,Return to Owner
A683216,Adoption
A726829,Return to Owner
A664548,Transfer
A709341,Return to Owner
A698901,Adoption
A707162,Adoption
A674506,Euthanasia
A675866,Adoption
A738958,Adoption
A702456,Adoption
A761570,Return to Owner
A652198,Adoption
A559090,Return to Owner
A692964,Adoption
A757830,Adoption
A556644,Adoption
A720263,Return to Owner
A714997,Adoption
A711110,Adoption
A688989,Return to Owner
A711493,Adoption
A714304,Transfer
A669842,Transfer
A684977,Transfer
A759355,Transfer
A727128,Adoption
A759619,Adoption
A708538,Transfer
A715703,Adoption
A753395,Adoption
A665747,Transfer
A715652,Return to Owner
A744257,Adoption
A716035,Transfer
A697268,Transfer
A681459,Return to Owner
A672322,Euthanasia
A717877,Adoption
A740627,Adoption
A672719,Euthanasia
A704778,Adoption
A665090,Euthanasia
A681266,Adoption
A697428,Adoption
A698275,Adoption
A688770,Euthanasia
A687074,Adoption
A657188,Return to Owner
A696950,Transfer
A685602,Transfer
A758474,Transfer
A702649,Adoption
A735094,Transfer
A725306,Transfer
A747086,Transfer
A710343,Adoption
A724403,Adoption
A735446,Transfer
A750583,Transfer
A695701,Return to Owner
A712261,Adoption
A694676,Transfer
A720798,Adoption
A699373,Return to Owner
A692449,Adoption
A710636,Return to Owner
A752813,Adoption
A742406,Transfer
A756122,Adoption
A695986,Adoption
A664342,Transfer
A680301,Adoption
A734913,Transfer
A678959,Transfer
A701907,Transfer
A717420,Adoption
A680312,Adoption
A711659,Transfer
A734048,Euthanasia
A717673,Adoption
A698633,Transfer
A727664,Transfer
A711538,Return to Owner
A706180,Transfer
A668879,Euthanasia
A684240,Adoption
A667816,Transfer
A744185,Adoption
A695129,Transfer
A678026,Transfer
A717498,Transfer
A757205,Return to Owner
A726940,Adoption
A658003,Adoption
A732952,Transfer
A751125,Adoption
A688370,Transfer
A760003,Adoption
A466709,Transfer
A715245,Transfer
A685693,Adoption
A751586,Transfer
A700251,Adoption
A705353,Transfer
A708062,Transfer
A759878,Adoption
A755818,Adoption
A715088,Adoption
A663530,Adoption
A675573,Transfer
A693789,Adoption
A729518,Adoption
A729342,Adoption
A708298,Transfer
A701520,Transfer
A760937,Transfer
A600766,Return to Owner
A711192,Transfer
A683221,Transfer
A747371,Adoption
A682362,Euthanasia
A751896,Adoption
A680082,Adoption
A733697,Transfer
A722308,Adoption
A754906,Adoption
A724180,Adoption
A755736,Adoption
A746339,Euthanasia
A669519,Euthanasia
A696926,Adoption
A672449,Transfer
A691191,Adoption
A736090,Adoption
A607743,Return to Owner
A698278,Euthanasia
A724277,Transfer
A705768,Transfer
A748360,Adoption
A670720,Return to Owner
A735004,Transfer
A752453,Adoption
A742641,Transfer
A691740,Adoption
A690760,Adoption
A756907,Adoption
A543377,Adoption
A664502,Adoption
A740416,Adoption
A738809,Adoption
A690865,Adoption
A669889,Adoption
A445694,Return to Owner
A739630,Adoption
A673224,Return to Owner
A713087,Return to Owner
A664312,Return to Owner
A672540,Adoption
A702272,Adoption
A718340,Transfer
A749085,Transfer
A715010,Return to Owner
A709433,Transfer
A756792,Transfer
A695394,Return to Owner
A710396,Transfer
A675213,Adoption
A737875,Transfer
A712372,Adoption
A724581,Transfer
A749931,Transfer
A748562,Adoption
A735643,Adoption
A755809,Transfer
A721645,Adoption
A686193,Transfer
A733124,Return to Owner
A695897,Transfer
A761417,Adoption
A666272,Transfer
A737118,Transfer
A695345,Adoption
A738740,Adoption
A755459,Adoption
A742769,Transfer
A673044,Adoption
A737212,Transfer
A743413,Return to Owner
A744725,Transfer
A683928,Transfer
A684654,Transfer
A690165,Adoption
A721744,Adoption
A693890,Transfer
A687251,Euthanasia
A754324,Adoption
A688337,Adoption
A708059,Transfer
A716190,Adoption
A745406,Adoption
A740704,Return to Owner
A602693,Return to Owner
A726243,Euthanasia
A669878,Adoption
A692860,Adoption
A687661,Transfer
A681230,Transfer
A689781,Euthanasia
A736265,Adoption
A733326,Transfer
A698381,Transfer
A739548,Transfer
A705509,Adoption
A662278,Adoption
A464496,Transfer
A746601,Transfer
A684895,Adoption
A740492,Return to Owner
A708051,Adoption
A765677,Return to Owner
A724773,Adoption
A742536,Adoption
A672791,Adoption
A668657,Adoption
A710922,Adoption
A704861,Adoption
A686903,Transfer
A695707,Adoption
A713232,Adoption
A715640,Adoption
A698393,Adoption
A675592,Adoption
A711012,Transfer
A667439,Adoption
A678829,Transfer
A729004,Adoption
A727454,Adoption
A698844,Adoption
A695590,Return to Owner
A734423,Transfer
A695258,Transfer
A747172,Adoption
A759350,Transfer
A680994,Transfer
A721150,Transfer
A728232,Return to Owner
A684165,Adoption
A672179,Adoption
A697423,Transfer
A733178,Euthanasia
A738725,Adoption
A729233,Adoption
A666322,Adoption
A680227,Return to Owner
A702779,Transfer
A653755,Transfer
A740952,Return to Owner
A709870,Transfer
A665005,Transfer
A725273,Adoption
A733400,Transfer
A707746,Adoption
A744318,Euthanasia
A764849,Transfer
A686806,Adoption
A668514,Euthanasia
A711121,Transfer
A669187,Adoption
A692607,Adoption
A695496,Adoption
A719325,Adoption
A679168,Adoption
A759007,Adoption
A670891,Transfer
A737829,Adoption
A737348,Adoption
A726695,Adoption
A713730,Transfer
A749257,Adoption
A720699,Adoption
A729586,Euthanasia
A733154,Return to Owner
A753417,Adoption
A750469,Adoption
A700960,Adoption
A709619,Transfer
A735415,Adoption
A755640,Adoption
A761752,Transfer
A665104,Adoption
A695010,Adoption
A711934,Euthanasia
A695965,Adoption
A751762,Adoption
A715358,Adoption
A706667,Adoption
A664838,Transfer
A672435,Adoption
A664778,Return to Owner
A707434,Adoption
A745597,Transfer
A761897,Adoption
A752182,Adoption
A692420,Adoption
A744952,Adoption
A699690,Return to Owner
A698651,Return to Owner
A677485,Transfer
A683799,Adoption
A730665,Transfer
A713721,Return to Owner
A694327,Return to Owner
A665720,Adoption
A683401,Transfer
A744600,Euthanasia
A668384,Adoption
A731724,Transfer
A683094,Adoption
A726166,Adoption
A688375,Euthanasia
A716500,Transfer
A723346,Return to Owner
A723259,Adoption
A684774,Return to Owner
A669080,Adoption
A683752,Transfer
A759060,Transfer
A704865,Transfer
A746415,Adoption
A682736,Transfer
A683041,Transfer
A717407,Adoption
A676824,Adoption
A754656,Transfer
A759602,Euthanasia
A672146,Return to Owner
A676746,Adoption
A743445,Adoption
A689911,Transfer
A734316,Return to Owner
A723674,Transfer
A696059,Adoption
A744156,Return to Owner
A717213,Adoption
A722899,Adoption
A665634,Adoption
A745940,Transfer
A692002,Adoption
A682461,Return to Owner
A737439,Transfer
A739300,Transfer
A750760,Adoption
A743558,Adoption
A757451,Adoption
A671104,Transfer
A729850,Transfer
A712217,Adoption
A625823,Adoption
A608328,Return to Owner
A754481,Adoption
A736826,Return to Owner
A689522,Transfer
A698154,Return to Owner
A735383,Adoption
A687944,Transfer
A688464,Adoption
A736169,Transfer
A751746,Adoption
A682148,Adoption
A707751,Transfer
A765123,Adoption
A727191,Transfer
A765587,Transfer
A751763,Adoption
A671367,Adoption
A721793,Adoption
A558566,Return to Owner
A746553,Transfer
A695791,Adoption
A727054,Transfer
A744087,Adoption
A753432,Adoption
A722571,Adoption
A752210,Transfer
A764563,Adoption
A708900,Transfer
A723863,Euthanasia
A760460,Adoption
A728773,Adoption
A694897,Transfer
A707372,Transfer
A757782,Euthanasia
A665279,Transfer
A671669,Adoption
A723191,Adoption
A730086,Adoption
A702160,Transfer
A738086,Transfer
A763073,Adoption
A688500,Adoption
A711763,Adoption
A674050,Adoption
A674107,Return to Owner
A701747,Adoption
A688130,Transfer
A725135,Adoption
A653602,Adoption
A694710,Euthanasia
A689908,Adoption
A684932,Adoption
A763732,Return to Owner
A745405,Euthanasia
A737749,Transfer
A746525,Adoption
A730271,Transfer
A703247,Transfer
A763664,Adoption
A740668,Return to Owner
A720617,Adoption
A714871,Transfer
A679005,Transfer
A671097,Return to Owner
A679430,Adoption
A751624,Adoption
A668962,Euthanasia
A742741,Return to Owner
A704350,Adoption
A709078,Transfer
A749951,Transfer
A695987,Adoption
A749195,Adoption
A669041,Return to Owner
A683614,Transfer
A666192,Return to Owner
A676312,Adoption
A645788,Adoption
A740546,Adoption
A705990,Adoption
A727579,Adoption
A702818,Transfer
A689268,Transfer
A745566,Return to Owner
A701435,Transfer
A730192,Transfer
A723875,Adoption
A687166,Transfer
A695820,Adoption
A749446,Adoption
A674392,Return to Owner
A750007,Adoption
A710207,Adoption
A753368,Adoption
A759433,Euthanasia
A684538,Adoption
A721850,Adoption
A722281,Adoption
A669221,Return to Owner
A673999,Transfer
A684685,Adoption
A735534,Return to Owner
A687719,Adoption
A631277,Adoption
A684855,Adoption
A716195,Adoption
A743388,Adoption
A718333,Transfer
A728768,Adoption
A715103,Transfer
A743249,Adoption
A663551,Adoption
A709231,Adoption
A719335,Adoption
A748806,Transfer
A685240,Transfer
A764458,Adoption
A679177,Adoption
A728332,Adoption
A686095,Adoption
A673052,Return to Owner
A715567,Return to Owner
A756091,Adoption
A664732,Adoption
A614458,Return to Owner
A695849,Transfer
A705016,Adoption
A691642,Transfer
A665387,Transfer
A587332,Transfer
A725979,Adoption
A665408,Transfer
A747744,Adoption
A757297,Adoption
A740081,Return to Owner
A690428,Adoption
A754198,Transfer
A677841,Transfer
A713138,Adoption
A709196,Transfer
A741458,Euthanasia
A670693,Adoption
A730884,Adoption
A667813,Adoption
A717770,Adoption
A684811,Return to Owner
A672552,Return to Owner
A667188,Return to Owner
A735648,Adoption
A625770,Transfer
A713688,Return to Owner
A701677,Transfer
A690433,Adoption
A740114,Return to Owner
A677853,Adoption
A698833,Adoption
A705090,Transfer
A686342,Transfer
A701313,Transfer
A666805,Adoption
A686063,Adoption
A688907,Euthanasia
A737078,Adoption
A690328,Transfer
A699761,Euthanasia
A761051,Adoption
A754831,Transfer
A760159,Adoption
A747907,Adoption
A680468,Transfer
A674132,Adoption
A745898,Adoption
A719077,Adoption
A738500,Adoption
A698187,Transfer
A732285,Euthanasia
A752265,Transfer
A702410,Adoption
A682965,Return to Owner
A763714,Adoption
A738875,Transfer
A715685,Adoption
A710869,Transfer
A659352,Transfer
A704980,Transfer
A684095,Return to Owner
A724672,Transfer
A736585,Adoption
A762362,Adoption
A749561,Adoption
A760525,Return to Owner
A703581,Euthanasia
A620883,Return to Owner
A634273,Return to Owner
A741183,Transfer
A665803,Adoption
A675299,Transfer
A715560,Return to Owner
A681368,Euthanasia
A716135,Transfer
A670086,Return to Owner
A695740,Euthanasia
A687400,Adoption
A761127,Return to Owner
A720432,Return to Owner
A713587,Euthanasia
A735903,Transfer
A696669,Transfer
A733035,Adoption
A739397,Adoption
A699446,Adoption
A721164,Transfer
A678498,Adoption
A690952,Adoption
A728381,Transfer
A701483,Transfer
A693249,Adoption
A665782,Adoption
A683581,Adoption
A712061,Adoption
A710826,Euthanasia
A677523,Adoption
A744204,Return to Owner
A717919,Adoption
A736660,Adoption
A687254,Adoption
A460100,Return to Owner
A690482,Transfer
A743036,Adoption
A739771,Transfer
A666559,Transfer
A752509,Transfer
A667965,Return to Owner
A751803,Adoption
A745795,Transfer
A693601,Adoption
A763855,Adoption
A679209,Adoption
A729862,Transfer
A694557,Adoption
A719424,Adoption
A753376,Return to Owner
A717566,Adoption
A729835,Transfer
A747570,Adoption
A759407,Adoption
A755761,Euthanasia
A691123,Euthanasia
A688919,Adoption
A679438,Adoption
A676769,Transfer
A680245,Adoption
A718389,Adoption
A678690,Adoption
A764802,Return to Owner
A726855,Adoption
A700701,Adoption
A666753,Adoption
A743468,Return to Owner
A686784,Euthanasia
A678123,Adoption
A737369,Adoption
A719755,Euthanasia
A696798,Adoption
A689551,Transfer
A719531,Transfer
A706524,Transfer
A648168,Return to Owner
A685696,Adoption
A753868,Transfer
A718713,Adoption
A732717,Adoption
A710135,Transfer
A728041,Adoption
A722331,Adoption
A615748,Return to Owner
A718501,Adoption
A746816,Adoption
A715090,Adoption
A751018,Transfer
A731659,Adoption
A674749,Euthanasia
A709419,Adoption
A731665,Euthanasia
A677540,Transfer
A746808,Adoption
A761463,Adoption
A742762,Adoption
A744865,Transfer
A727735,Adoption
A713128,Adoption
A708027,Adoption
A732278,Transfer
A598005,Return to Owner
A733967,Adoption
A677072,Adoption
A678579,Return to Owner
A734232,Transfer
A708183,Adoption
A678072,Transfer
A672065,Adoption
A692959,Transfer
A704344,Transfer
A733538,Adoption
A760826,Adoption
A747681,Adoption
A674746,Adoption
A724478,Adoption
A745172,Adoption
A665293,Transfer
A749500,Adoption
A672750,Adoption
A759299,Adoption
A695698,Return to Owner
A706884,Adoption
A676607,Adoption
A705376,Transfer
A676548,Adoption
A757404,Transfer
A742074,Transfer
A752938,Transfer
A743737,Adoption
A723013,Transfer
A679291,Adoption
A701057,Adoption
A664062,Transfer
A724504,Adoption
A732008,Return to Owner
A673215,Transfer
A700405,Transfer
A701975,Euthanasia
A697574,Adoption
A737297,Transfer
A737300,Adoption
A674634,Transfer
A764890,Adoption
A752614,Adoption
A752500,Transfer
A723461,Adoption
A690247,Transfer
A755820,Adoption
A736364,Adoption
A737366,Adoption
A678567,Adoption
A691886,Return to Owner
A695294,Adoption
A736121,Return to Owner
A671522,Transfer
A737368,Adoption
A698650,Adoption
A716832,Adoption
A759930,Euthanasia
A755655,Transfer
A736386,Adoption
A759776,Adoption
A738854,Adoption
A735347,Adoption
A671609,Adoption
A688861,Adoption
A704393,Transfer
A718899,Adoption
A697617,Adoption
A736082,Euthanasia
A691519,Transfer
A741172,Transfer
A713530,Adoption
A683112,Transfer
A613280,Adoption
A692857,Transfer
A600617,Adoption
A711342,Transfer
A740127,Transfer
A760211,Transfer
A671070,Adoption
A668816,Adoption
A685286,Transfer
A732199,Transfer
A729667,Adoption
A702853,Adoption
A721698,Adoption
A720114,Return to Owner
A686280,Adoption
A733833,Transfer
A694299,Return to Owner
A699338,Return to Owner
